timestamp,from,to,value
1709058898,frontend,adservice,2.9205172951336875
1709058898,recommendationservice,productcatalogservice,3.6854406790457035
1709058898,frontend,productcatalogservice,24.007420429856445
1709058898,checkoutservice,productcatalogservice,0.4623502563455206
1709058898,checkoutservice,shippingservice,0.3802350428763046
1709058898,checkoutservice,paymentservice,0.1896999998190682
1709058898,checkoutservice,emailservice,0.1896999998190682
1709058898,frontend,currencyservice,14.973219311045133
1709058898,checkoutservice,currencyservice,0.6524678364184668
1709058898,frontend,shippingservice,1.1248388837788286
1709058898,frontend,checkoutservice,0.1901175478983843
1709058898,frontend,cartservice,4.606661991301153
1709058898,checkoutservice,cartservice,0.3802350428763046
1709058898,frontend,recommendationservice,3.6854409354349276
1709059798,frontend,recommendationservice,3.388155415624209
1709059798,frontend,adservice,2.697831463473361
1709059798,checkoutservice,emailservice,0.1725810349920135
1709059798,frontend,productcatalogservice,22.0480638215846
1709059798,frontend,currencyservice,13.783100851234572
1709059798,frontend,shippingservice,1.0288057968113917
1709059798,frontend,checkoutservice,0.17285940350979745
1709059798,checkoutservice,cartservice,0.345162093964813
1709059798,recommendationservice,productcatalogservice,3.388155415624209
1709059798,checkoutservice,shippingservice,0.34544047451173776
1709059798,checkoutservice,productcatalogservice,0.4108542344290838
1709059798,checkoutservice,paymentservice,0.1725810469824065
1709059798,frontend,cartservice,4.236029633835907
1709059798,checkoutservice,currencyservice,0.5831568843414621
1709060698,checkoutservice,paymentservice,0.17452953054815623
1709060698,frontend,adservice,2.7000581277978006
1709060698,frontend,recommendationservice,3.391774050247845
1709060698,frontend,currencyservice,13.830002960321258
1709060698,frontend,checkoutservice,0.17480788703680605
1709060698,checkoutservice,shippingservice,0.3496157740736121
1709060698,checkoutservice,currencyservice,0.5942911446235365
1709060698,checkoutservice,productcatalogservice,0.4194832867782041
1709060698,frontend,cartservice,4.248972620994954
1709060698,recommendationservice,productcatalogservice,3.391774286259069
1709060698,frontend,productcatalogservice,22.09677467618276
1709060698,frontend,shippingservice,1.0301973644929299
1709060698,checkoutservice,cartservice,0.3496157740736121
1709060698,checkoutservice,emailservice,0.17452954267414333
1709061598,checkoutservice,cartservice,0.3401515817883623
1709061598,recommendationservice,productcatalogservice,3.3763252640236567
1709061598,checkoutservice,productcatalogservice,0.41280267266766946
1709061598,frontend,currencyservice,13.891379599321581
1709061598,checkoutservice,emailservice,0.17007579089418112
1709061598,frontend,recommendationservice,3.376324794132038
1709061598,frontend,cartservice,4.2413172272579995
1709061598,frontend,shippingservice,1.017114538746286
1709061598,checkoutservice,paymentservice,0.17007579089418112
1709061598,checkoutservice,shippingservice,0.34015160545921225
