timestamp,from,to,value
1708518561,frontend,adservice,3.0230959043556664
1708519461,frontend,adservice,3.0229565154942524
1708520361,frontend,adservice,3.0354827896407093
1708521261,frontend,adservice,3.0384055378272636
1708522161,frontend,adservice,3.0592823107959064
1708523061,frontend,adservice,3.053993740864671
1708523961,frontend,adservice,3.0242095426900812
1708524861,frontend,adservice,3.0157202840492383
1708525761,frontend,adservice,3.0153025386022048
1708526661,frontend,adservice,3.016709008029202
1708527561,frontend,adservice,3.0140646375780404
1708528461,frontend,adservice,3.0206060863045705
1708529361,frontend,adservice,3.0135086013167367
1708530261,frontend,adservice,3.024224622322347
1708531161,frontend,adservice,3.0474656199869665
1708532061,frontend,adservice,3.048579375371052
1708532961,frontend,adservice,3.042595008002605
1708533861,frontend,adservice,3.0531603696248886
1708534761,frontend,adservice,3.043000757270725
1708535661,frontend,adservice,3.040356152417879
1708536561,frontend,adservice,3.016971211079075
1708537461,frontend,adservice,3.0112627992954635
1708538361,frontend,adservice,3.007643534255334
1708539261,frontend,adservice,3.0080608599020247
1708540161,frontend,adservice,3.0164111387909616
1708541061,frontend,adservice,3.001796582472535
1708541961,frontend,adservice,3.017661853466783
1708542861,frontend,adservice,3.007083891321937
1708543761,frontend,adservice,3.0125141465551817
1708544661,frontend,adservice,3.0066705413927637
1708545561,frontend,adservice,3.0072274641732926
1708546461,frontend,adservice,3.0095926590463637
1708547361,frontend,adservice,3.006392812241206
1708548261,frontend,adservice,3.0030527394348967
1708549161,frontend,adservice,3.00486164066559
1708550061,frontend,adservice,3.016969321609876
1708550961,frontend,adservice,3.021283430289605
1708551861,frontend,adservice,3.027128709983086
1708552761,frontend,adservice,3.032695210095214
1708553661,frontend,adservice,3.0247622573179207
1708554561,frontend,adservice,3.0261534087252255
1708555461,frontend,adservice,3.0262923763917886
1708556361,frontend,adservice,3.01989059608069
1708557261,frontend,adservice,3.0127931321622032
1708558161,frontend,adservice,3.0084792322394582
1708559061,frontend,adservice,3.013489862596164
1708559961,frontend,adservice,3.0139913544828993
1708560861,frontend,adservice,3.0244272527418703
1708561761,frontend,adservice,3.0164940732577925
1708562661,frontend,adservice,3.014406936467256
1708563561,frontend,adservice,3.010787821421707
1708564461,frontend,adservice,3.0059181840864317
1708565361,frontend,adservice,3.019833827732959
1708566261,frontend,adservice,3.0100939243168536
1708567161,frontend,adservice,3.000963601312216
1708568061,frontend,adservice,3.0023558026644066
1708568961,frontend,adservice,3.0134904917539185
1708569861,frontend,adservice,3.0190576273380962
1708570761,frontend,adservice,3.023373630136033
1708571661,frontend,adservice,3.0338107477178573
1708572561,frontend,adservice,3.0322802073535753
1708573461,frontend,adservice,3.032558142124249
1708574361,frontend,adservice,3.0527385851459927
1708575261,frontend,adservice,3.0513480753918465
1708576161,frontend,adservice,3.049260398821381
1708577061,frontend,adservice,3.0448060531764343
1708577961,frontend,adservice,3.049259125628703
1708578861,frontend,adservice,3.043970347211088
1708579761,frontend,adservice,3.0427175300515827
1708580661,frontend,adservice,3.049815839167691
1708581561,frontend,adservice,3.044248280277383
1708582461,frontend,adservice,3.034087626499603
1708583361,frontend,adservice,3.0343661943603264
1708584261,frontend,adservice,3.043830957013453
1708585161,frontend,adservice,3.0432748788308777
1708586061,frontend,adservice,3.043553447485973
1708586961,frontend,adservice,3.0496779341354743
1708587861,frontend,adservice,3.063874134814637
1708588761,frontend,adservice,3.0591418550189347
1708589661,frontend,adservice,3.059977138549769
1708590561,frontend,adservice,3.059559816119013
1708591461,frontend,adservice,3.043693261300141
1708592361,frontend,adservice,3.0325589863158307
1708593261,frontend,adservice,3.0359005363660883
1708594161,frontend,adservice,3.0342297609533997
1708595061,frontend,adservice,3.0155790069564183
1708595961,frontend,adservice,2.9873262018414057
1708596861,frontend,adservice,2.66791184993222
1708597761,frontend,adservice,2.378281811084981
1708598661,frontend,adservice,2.383987962703694
1708599561,frontend,adservice,2.392338171315018
1708600461,frontend,adservice,2.3871875723727576
1708601361,frontend,adservice,2.371599593821816
1708602261,frontend,adservice,2.3667286799221103
1708603161,frontend,adservice,2.3967915477503063
1708604061,frontend,adservice,2.72441773481849
1708604961,frontend,adservice,3.012238934305133
1708605861,frontend,adservice,3.0101514672087717
1708606761,frontend,adservice,3.0157194446024684
1708607661,frontend,adservice,3.0169737305816224
1708608561,frontend,adservice,3.024349983959672
1708609461,frontend,adservice,3.0311701550114725
1708610361,frontend,adservice,3.032561729704191
1708611261,frontend,adservice,3.0284929681235147
1708612161,frontend,adservice,3.0248713734298045
1708613061,frontend,adservice,3.029602960435214
1708613961,frontend,adservice,3.0181874077982656
1708614861,frontend,adservice,3.0115086978032646
1708615761,frontend,adservice,3.0049727065476866
1708616661,frontend,adservice,3.009843260467302
1708617561,frontend,adservice,3.0061678504040885
1708618461,frontend,adservice,3.0146074851618265
1708619361,frontend,adservice,3.016559133723953
1708620261,frontend,adservice,3.0087655453254336
1708621161,frontend,adservice,3.005567572123475
1708622061,frontend,adservice,3.0267198106530797
1708622961,frontend,adservice,3.0301942180242274
1708623861,frontend,adservice,3.0274100160951942
1708624761,frontend,adservice,3.026851406481036
1708625661,frontend,adservice,3.0165528361641822
1708626561,frontend,adservice,3.020727137344686
1708627461,frontend,adservice,3.01673439438196
1708628361,frontend,adservice,3.032598661387323
1708629261,frontend,adservice,3.0314871110658395
1708630161,frontend,adservice,3.024808522954981
1708631061,frontend,adservice,3.037333725564576
1708631961,frontend,adservice,3.020492411452217
1708632861,frontend,adservice,3.021744804005169
1708633761,frontend,adservice,3.018128041213309
1708634661,frontend,adservice,3.0249496410046994
1708635561,frontend,adservice,3.02328368246586
1708636461,frontend,adservice,3.0197987004804565
1708637361,frontend,adservice,3.0377506559705276
1708638261,frontend,adservice,3.0257815657111458
1708639161,frontend,adservice,3.0540451728118025
1708640061,frontend,adservice,3.057651958788714
1708640961,frontend,adservice,3.0550066827401308
1708641861,frontend,adservice,3.0653952849836408
1708642761,frontend,adservice,3.068589545451773
1708643661,frontend,adservice,3.0563455251310208
1708644561,frontend,adservice,3.042010206856741
1708645461,frontend,adservice,3.0569013855946583
1708646361,frontend,adservice,3.0400627496563746
1708647261,frontend,adservice,3.0267094443828224
1708648161,frontend,adservice,3.021968979695573
1708649061,frontend,adservice,3.0128037897729576
1708649961,frontend,adservice,3.001114353674173
1708650861,frontend,adservice,3.0109903583496767
1708651761,frontend,adservice,3.023937580628666
1708652661,frontend,adservice,3.0161483345981805
1708653561,frontend,adservice,3.020869889433172
1708654461,frontend,adservice,3.028257309340336
1708655361,frontend,adservice,3.0382860225869748
1708656261,frontend,adservice,3.047318686625827
1708657161,frontend,adservice,3.0480145803656367
1708658061,frontend,adservice,3.0450979719361513
1708658961,frontend,adservice,3.0406408575045454
1708659861,frontend,adservice,3.035626615531207
1708660761,frontend,adservice,3.026303116880717
1708661661,frontend,adservice,3.0310286562394553
1708662561,frontend,adservice,3.020868838342668
1708663461,frontend,adservice,3.0090365738513887
1708664361,frontend,adservice,3.000964436670149
1708665261,frontend,adservice,3.006949107394084
1708666161,frontend,adservice,3.011541784689933
1708667061,frontend,adservice,3.010288550790994
1708667961,frontend,adservice,3.020587118009134
1708668861,frontend,adservice,3.0189178186575556
1708669761,frontend,adservice,3.012237886218423
1708670661,frontend,adservice,3.0237903238152923
1708671561,frontend,adservice,3.0307498774901593
1708672461,frontend,adservice,3.018640512250381
1708673361,frontend,adservice,3.023094010972547
1708674261,frontend,adservice,3.022537928431815
1708675161,frontend,adservice,3.027965676375104
1708676061,frontend,adservice,3.033949081596793
1708676961,frontend,adservice,3.0332531897553685
1708677861,frontend,adservice,3.0265722072543655
1708678761,frontend,adservice,3.038402366254486
1708679661,frontend,adservice,3.0548260482716096
1708680561,frontend,adservice,3.0363153250014565
1708681461,frontend,adservice,3.041743704775821
1708682361,frontend,adservice,3.03756919871252
1708683261,frontend,adservice,3.03200248349055
1708684161,frontend,adservice,3.04480732447138
1708685061,frontend,adservice,3.0409092693105184
1708685961,frontend,adservice,3.029357038940585
1708686861,frontend,adservice,3.024485794965444
1708687761,frontend,adservice,3.0297749958176885
1708688661,frontend,adservice,3.033393845842779
1708689561,frontend,adservice,3.021006755442085
1708690461,frontend,adservice,3.0169695315292713
1708691361,frontend,adservice,3.019197225886282
1708692261,frontend,adservice,3.031724337580132
1708693161,frontend,adservice,3.039936712754234
1708694061,frontend,adservice,3.0385453506929765
1708694961,frontend,adservice,3.0446685697662828
1708695861,frontend,adservice,3.0347868971987357
1708696761,frontend,adservice,3.042580680719146
1708697661,frontend,adservice,3.040214858199639
1708698561,frontend,adservice,3.0311680456238177
1708699461,frontend,adservice,3.023374682059182
1708700361,frontend,adservice,3.008621551122071
1708701261,frontend,adservice,3.02226104374408
1708702161,frontend,adservice,3.01780775188145
1708703061,frontend,adservice,3.026715387491527
1708703961,frontend,adservice,3.0250450346881568
1708704861,frontend,adservice,3.024487689200872
1708705761,frontend,adservice,3.033256356060157
1708706661,frontend,adservice,3.0404930035675615
1708707561,frontend,adservice,3.0342293386733825
1708708461,frontend,adservice,3.0232340309095824
1708709361,frontend,adservice,3.036594738332047
1708710261,frontend,adservice,3.0370124849022844
1708711161,frontend,adservice,3.0463374396498724
1708712061,frontend,adservice,3.0544097884939223
1708712961,frontend,adservice,3.046614736429551
1708713861,frontend,adservice,3.0400739872325406
1708714761,frontend,adservice,3.0567756090378015
1708715661,frontend,adservice,3.050791149337564
1708716561,frontend,adservice,3.0311669908923946
1708717461,frontend,adservice,3.028104222594587
1708718361,frontend,adservice,3.0147424678411
1708719261,frontend,adservice,3.0076439528154895
1708720161,frontend,adservice,3.0169686917744416
1708721061,frontend,adservice,3.0159940237026626
1708721961,frontend,adservice,3.0136279923675326
1708722861,frontend,adservice,3.0207256658565687
1708723761,frontend,adservice,3.0332512900414574
1708724661,frontend,adservice,3.0346441286859465
1708725561,frontend,adservice,3.0410467547368656
1708726461,frontend,adservice,3.041186567988696
1708727361,frontend,adservice,3.0463361677164027
1708728261,frontend,adservice,3.0350616636513683
1708729161,frontend,adservice,3.027128077997747
1708730061,frontend,adservice,3.026710542993643
1708730961,frontend,adservice,3.025458148926957
1708731861,frontend,adservice,3.021004442880942
1708732761,frontend,adservice,3.023509652479767
1708733661,frontend,adservice,3.0378448072853717
1708734561,frontend,adservice,3.0232315062977495
1708735461,frontend,adservice,3.02782523373266
1708736361,frontend,adservice,3.0432748788695596
1708737261,frontend,adservice,3.0407688212636703
1708738161,frontend,adservice,3.0445260014099738
1708739061,frontend,adservice,3.0427164713895682
1708739961,frontend,adservice,3.045221257314515
1708740861,frontend,adservice,3.0361742450865536
1708741761,frontend,adservice,3.0370088920992675
1708742661,frontend,adservice,3.0336688248519144
1708743561,frontend,adservice,3.0253179179488465
1708744461,frontend,adservice,3.0215605253646154
1708745361,frontend,adservice,3.0063905109346827
1708746261,frontend,adservice,3.015020195094804
1708747161,frontend,adservice,3.0088965579247735
1708748061,frontend,adservice,3.017525615077803
1708748961,frontend,adservice,3.017803971760158
1708749861,frontend,adservice,3.015576698598349
1708750761,frontend,adservice,2.904235051620514
1708751661,frontend,adservice,2.6407705805853956
1708752561,frontend,adservice,2.6527399212584397
1708753461,frontend,adservice,2.6335334881144465
1708754361,frontend,adservice,2.6375691107546606
1708755261,frontend,adservice,2.6381256405634397
1708756161,frontend,adservice,2.6389605270739454
1708757061,frontend,adservice,2.6404909375588215
1708757961,frontend,adservice,2.7597661749173175
1708758861,frontend,adservice,3.014323464390005
1708759761,frontend,adservice,3.0186377814202277
1708760661,frontend,adservice,3.030747135675343
1708761561,frontend,adservice,3.035479832287547
1708762461,frontend,adservice,3.0276858446585786
1708763361,frontend,adservice,3.025458991006026
1708764261,frontend,adservice,3.0265734710323313
1708765161,frontend,adservice,3.0318626720975943
1708766061,frontend,adservice,3.036316804084497
1708766961,frontend,adservice,3.0301923202243675
1708767861,frontend,adservice,3.0315828385021186
1708768761,frontend,adservice,3.0286598823720334
1708769661,frontend,adservice,3.039377672181602
1708770561,frontend,adservice,3.038543024762871
1708771461,frontend,adservice,3.062759854770124
1708772361,frontend,adservice,3.067770063641536
1708773261,frontend,adservice,3.0676315256933107
1708774161,frontend,adservice,3.068745807190918
1708775061,frontend,adservice,3.0708328429999723
1708775961,frontend,adservice,3.0748688034636498
1708776861,frontend,adservice,3.0631776031417712
1708777761,frontend,adservice,3.0619254236633306
1708778661,frontend,adservice,3.0428581906719545
1708779561,frontend,adservice,3.0396564520153007
1708780461,frontend,adservice,3.0232327686031386
1708781361,frontend,adservice,3.022537087049151
1708782261,frontend,adservice,3.016553465884094
1708783161,frontend,adservice,3.0101516766054517
1708784061,frontend,adservice,3.0077858522456165
1708784961,frontend,adservice,3.011822656533359
1708785861,frontend,adservice,3.0058386087310573
1708786761,frontend,adservice,2.996792421672591
1708787661,frontend,adservice,3.0157211234383627
1708788561,frontend,adservice,3.0196183333811177
1708789461,frontend,adservice,3.0153025386022048
1708790361,frontend,adservice,3.0118230757143647
1708791261,frontend,adservice,3.01989500930965
1708792161,frontend,adservice,3.0204508825305982
1708793061,frontend,adservice,3.0352029541454435
1708793961,frontend,adservice,3.0431348533929947
1708794861,frontend,adservice,3.0446656035026303
1708795761,frontend,adservice,3.0233706846195565
1708796661,frontend,adservice,3.026572628487723
1708797561,frontend,adservice,3.024624762883532
1708798461,frontend,adservice,3.018918238825646
1708799361,frontend,adservice,3.024346195642492
1708800261,frontend,adservice,3.0243468270861564
1708801161,frontend,adservice,3.020867787252925
1708802061,frontend,adservice,3.0228158645583747
1708802961,frontend,adservice,3.0342284940362174
1708803861,frontend,adservice,3.041048447729179
1708804761,frontend,adservice,3.0495379068375983
1708805661,frontend,adservice,3.05426997241345
1708806561,frontend,adservice,3.0449448077657792
1708807461,frontend,adservice,3.0317226497782053
1708808361,frontend,adservice,3.029496006471261
1708809261,frontend,adservice,3.022815654173967
1708810161,frontend,adservice,3.0410482361050515
1708811061,frontend,adservice,3.0386822031427903
1708811961,frontend,adservice,3.0208663157052342
1708812861,frontend,adservice,3.019892277313867
1708813761,frontend,adservice,3.01613404156599
1708814661,frontend,adservice,3.0247633098005924
1708815561,frontend,adservice,3.0320001625603026
1708816461,frontend,adservice,3.0300518765941975
1708817361,frontend,adservice,3.0143240937020837
1708818261,frontend,adservice,3.0077820846597465
1708819161,frontend,adservice,3.002772501981568
1708820061,frontend,adservice,3.011123201813012
1708820961,frontend,adservice,3.0215617869719615
1708821861,frontend,adservice,3.0282423473485
1708822761,frontend,adservice,3.0204483602813377
1708823661,frontend,adservice,3.0268501426647387
1708824561,frontend,adservice,3.024205544108174
1708825461,frontend,adservice,3.0260148620979628
1708826361,frontend,adservice,3.0368709818348627
1708827261,frontend,adservice,3.031999529567634
1708828161,frontend,adservice,3.0372889395250624
1708829061,frontend,adservice,3.022675213701384
1708829961,frontend,adservice,3.019335143626158
1708830861,frontend,adservice,3.0141855446345343
1708831761,frontend,adservice,3.027825023057868
1708832661,frontend,adservice,3.0367330714552936
1708833561,frontend,adservice,3.038541756045279
1708834461,frontend,adservice,3.024901646159437
1708835361,frontend,adservice,3.0315811507802586
1708836261,frontend,adservice,3.0331114785726045
1708837161,frontend,adservice,3.0421578526945314
1708838061,frontend,adservice,3.036034221703427
1708838961,frontend,adservice,3.0307462920469765
1708839861,frontend,adservice,3.0257367160902806
1708840761,frontend,adservice,3.0148803873833194
1708841661,frontend,adservice,3.0120974501431452
1708842561,frontend,adservice,2.997901886214732
1708843461,frontend,adservice,3.001242584575918
1708844361,frontend,adservice,3.009314721156726
1708845261,frontend,adservice,3.0152991812832948
1708846161,frontend,adservice,3.0119584814306863
1708847061,frontend,adservice,3.0105666980189083
1708847961,frontend,adservice,3.0201704238250677
1708848861,frontend,adservice,3.0325568759250148
1708849761,frontend,adservice,3.03547919861679
1708850661,frontend,adservice,3.029078049729928
1708851561,frontend,adservice,3.0257379793642594
1708852461,frontend,adservice,3.039238282293838
1708853361,frontend,adservice,3.053016941905831
1708854261,frontend,adservice,3.05635722302389
1708855161,frontend,adservice,3.0537126213097388
1708856061,frontend,adservice,3.0548266860106086
1708856961,frontend,adservice,3.0510688692297854
1708857861,frontend,adservice,3.058027363582919
1708858761,frontend,adservice,3.054965226632158
1708859661,frontend,adservice,3.0512078352882934
1708860561,frontend,adservice,3.032140395941542
1708861461,frontend,adservice,3.0409090576476494
1708862361,frontend,adservice,3.0530173668198417
1708863261,frontend,adservice,3.0527394348192267
1708864161,frontend,adservice,3.057889036387084
1708865061,frontend,adservice,3.0546879327578957
1708865961,frontend,adservice,3.0527392224589565
1708866861,frontend,adservice,3.048146547080858
1708867761,frontend,adservice,3.06095074859817
1708868661,frontend,adservice,3.050930327756224
1708869561,frontend,adservice,3.0527404970275405
1708870461,frontend,adservice,3.0492616719958114
1708871361,frontend,adservice,3.043973736453753
1708872261,frontend,adservice,3.0403553060938195
1708873161,frontend,adservice,3.038822861846294
1708874061,frontend,adservice,3.0411880494155827
1708874961,frontend,adservice,3.0310282343468504
1708875861,frontend,adservice,3.0377087998759755
1708876761,frontend,adservice,3.020867156583911
1708877661,frontend,adservice,3.0287996930669427
1708878561,frontend,adservice,3.0271289206190763
1708879461,frontend,adservice,3.0335309132317443
1708880361,frontend,adservice,3.0347849965128852
1708881261,frontend,adservice,3.0299150176339107
1708882161,frontend,adservice,3.0307498774707886
1708883061,frontend,adservice,3.0292184929730377
1708883961,frontend,adservice,3.0278264979564433
1708884861,frontend,adservice,3.0244862159085946
1708885761,frontend,adservice,3.0354808885093343
1708886661,frontend,adservice,3.040909057686391
1708887561,frontend,adservice,3.04021316561246
1708888461,frontend,adservice,3.0424395968303823
1708889361,frontend,adservice,3.054408725705022
1708890261,frontend,adservice,3.053295298665669
1708891161,frontend,adservice,3.067351887992899
1708892061,frontend,adservice,3.058027150777302
1708892961,frontend,adservice,3.0603936090409274
1708893861,frontend,adservice,3.0527385851459927
1708894761,frontend,adservice,3.0652646393387135
1708895661,frontend,adservice,3.0622027149804927
1708896561,frontend,adservice,3.0488411661754835
1708897461,frontend,adservice,3.0446660272154853
1708898361,frontend,adservice,3.033114011433503
1708899261,frontend,adservice,3.03617572409029
1708900161,frontend,adservice,3.021840143693116
1708901061,frontend,adservice,3.0251804238425866
1708901961,frontend,adservice,3.0250412455014084
1708902861,frontend,adservice,3.0217013859654367
1708903761,frontend,adservice,3.0361753014623067
1708904661,frontend,adservice,3.0105666980189083
1708905561,frontend,adservice,2.67890452462738
1708906461,frontend,adservice,2.6233721877454323
1708907361,frontend,adservice,2.6317230702223373
1708908261,frontend,adservice,2.618778938648534
1708909161,frontend,adservice,2.612794817119976
1708910061,frontend,adservice,2.60708832409398
1708910961,frontend,adservice,2.6045831143014495
1708911861,frontend,adservice,2.6368724849607386
1708912761,frontend,adservice,2.956704679983065
1708913661,frontend,adservice,3.001241540306094
1708914561,frontend,adservice,3.007226208531219
1708915461,frontend,adservice,3.0129318911880056
1708916361,frontend,adservice,3.022257258045099
1708917261,frontend,adservice,3.0306079574117057
1708918161,frontend,adservice,3.0197520482525677
1708919061,frontend,adservice,3.012514775518589
1708919961,frontend,adservice,3.0346437063293275
1708920861,frontend,adservice,3.05343277715828
1708921761,frontend,adservice,3.043273396416855
1708922661,frontend,adservice,3.038262765052936
1708923561,frontend,adservice,3.0278241802039747
1708924461,frontend,adservice,3.018499443356302
1708925361,frontend,adservice,3.0306083791485237
1708926261,frontend,adservice,3.0286600931630483
1708927161,frontend,adservice,3.023371105504185
1708928061,frontend,adservice,3.017665213412619
1708928961,frontend,adservice,3.0230925383601157
1708929861,frontend,adservice,3.0395160045110066
1708930761,frontend,adservice,3.043412998315806
1708931661,frontend,adservice,3.052876913736986
1708932561,frontend,adservice,3.0503717035957845
1708933461,frontend,adservice,3.05232041277105
1708934361,frontend,adservice,3.0584440473841017
1708935261,frontend,adservice,3.055521302219366
1708936161,frontend,adservice,3.06303735895149
1708937061,frontend,adservice,3.0560788662640515
1708937961,frontend,adservice,3.0384027891343455
1708938861,frontend,adservice,3.0360371795556977
1708939761,frontend,adservice,3.024066997113163
1708940661,frontend,adservice,3.0332536119573157
1708941561,frontend,adservice,3.0233719469830582
1708942461,frontend,adservice,3.021145723611933
1708943361,frontend,adservice,3.0157175558101903
1708944261,frontend,adservice,3.010985490234339
1708945161,frontend,adservice,3.024485794965444
1708946061,frontend,adservice,3.022397908572379
1708946961,frontend,adservice,3.0269914274444814
1708947861,frontend,adservice,3.022677106850475
1708948761,frontend,adservice,3.0235117564967116
1708949661,frontend,adservice,3.0299139634064174
1708950561,frontend,adservice,3.033810958818978
1708951461,frontend,adservice,3.0434144808464056
1708952361,frontend,adservice,3.042441078800059
1708953261,frontend,adservice,3.044946502967523
1708954161,frontend,adservice,3.06289988574842
1708955061,frontend,adservice,3.0683280583735684
1708955961,frontend,adservice,3.0708330567161877
1708956861,frontend,adservice,3.060951813634478
1708957761,frontend,adservice,3.0524617153145357
1708958661,frontend,adservice,3.0558887510644746
1708959561,frontend,adservice,3.0478166950800327
1708960461,frontend,adservice,3.043641815546956
1708961361,frontend,adservice,3.0357091414049266
1708962261,frontend,adservice,3.030281522255117
1708963161,frontend,adservice,3.021652789223496
1708964061,frontend,adservice,3.026523939766787
1708964961,frontend,adservice,3.034317866491627
1708965861,frontend,adservice,3.032559830391541
1708966761,frontend,adservice,3.026575366488051
1708967661,frontend,adservice,3.035078958342987
1708968561,frontend,adservice,3.0306260501360014
1708969461,frontend,adservice,3.0343837918678513
1708970361,frontend,adservice,3.047464195695452
1708971261,frontend,adservice,3.0393918600073446
1708972161,frontend,adservice,3.0296504546625265
1708973061,frontend,adservice,3.022053021846549
1708973961,frontend,adservice,3.030270831707057
1708974861,frontend,adservice,3.0220368731082825
1708975761,frontend,adservice,3.0200866220125855
1708976661,frontend,adservice,3.0177174227006036
1708977561,frontend,adservice,3.0178578320167793
1708978461,frontend,adservice,3.024543812104829
1708979361,frontend,adservice,3.0341544304205357
1708980261,frontend,adservice,3.0338094809956155
1708981161,frontend,adservice,3.0297724657440446
1708982061,frontend,adservice,3.0269884784041925
1708982961,frontend,adservice,3.0176633233840677
1708983861,frontend,adservice,3.009729533526021
1708984761,frontend,adservice,3.016827833963748
1708985661,frontend,adservice,3.01571503747584
1708986561,frontend,adservice,3.0068076273596107
1708987461,frontend,adservice,3.013766331748777
1708988361,frontend,adservice,3.0164107189333267
1708989261,frontend,adservice,3.0210033917742862
1708990161,frontend,adservice,3.025596695573532
1708991061,frontend,adservice,3.0353385417180476
1708991961,frontend,adservice,3.0278231267535354
1708992861,frontend,adservice,3.0275178028290233
1708993761,frontend,adservice,3.0270964800365423
1708994661,frontend,adservice,3.0218056569226244
1708995561,frontend,adservice,3.0247313155375273
1708996461,frontend,adservice,3.0303004998123892
1708997361,frontend,adservice,3.0262584706427598
1708998261,frontend,adservice,3.0161075956031045
1708999161,frontend,adservice,3.0156902740787586
1709000061,frontend,adservice,3.0214276548382504
1709000961,frontend,adservice,3.0219908883669935
1709001861,frontend,adservice,3.023662928578819
1709002761,frontend,adservice,3.027975369276848
1709003661,frontend,adservice,3.01711752821544
1709004561,frontend,adservice,3.0203257862864037
1709005461,frontend,adservice,3.021986682438702
1709006361,frontend,adservice,3.0339566822968997
1709007261,frontend,adservice,3.029080790055084
1709008161,frontend,adservice,3.022675844718543
1709009061,frontend,adservice,3.018221926854813
1709009961,frontend,adservice,3.012237466941322
1709010861,frontend,adservice,3.0249029091621686
1709011761,frontend,adservice,3.029495584889056
1709012661,frontend,adservice,3.0364545033426342
1709013561,frontend,adservice,3.0264334501271746
1709014461,frontend,adservice,3.0198918570489814
1709015361,frontend,adservice,3.0333923680190633
1709016261,frontend,adservice,3.0329744109485475
1709017161,frontend,adservice,3.027825022961016
1709018061,frontend,adservice,3.0237886404308068
1709018961,frontend,adservice,3.010984023491204
1709019861,frontend,adservice,3.004442641920739
1709020761,frontend,adservice,3.0041640762101522
1709021661,frontend,adservice,3.0090353174734066
1709022561,frontend,adservice,3.002354966958035
1709023461,frontend,adservice,3.0187782201484037
1709024361,frontend,adservice,3.017803341847416
1709025261,frontend,adservice,3.0193340930612935
1709026161,frontend,adservice,3.027267256300184
1709027061,frontend,adservice,3.0321384968854677
1709027961,frontend,adservice,3.0335300688671785
1709028861,frontend,adservice,3.028381314976204
1709029761,frontend,adservice,3.0358971561132835
1709030661,frontend,adservice,3.0297730982911304
1709031561,frontend,adservice,3.033391523789681
1709032461,frontend,adservice,3.026850563936721
1709033361,frontend,adservice,3.0260157044869618
